text,label
"I must admit, out of the EROS MOVIE COLLECTION, this has to be the one that I love the most as well as one other that I have also reviewed. The story is something that really keeps you watching. A lot of the EROS films have a plot that looks like a hammer broke it in pieces before production when you watch it. All centering around sex, and who can get with how many different people come the end of the film. And oh dear god, never watch one of these films when someone pulls out a gun. It does not work that it is almost laughable, but you do not want to waste the energy to do so.<br /><br />""Losing Control"" is exactly as its name comes on. The protagonist, the leading character (the wonderfully talented and beautiful Kira Reed). The control is the control a person has over their senses, their body and feelings. And one man changes everything for her, makes her a different woman almost. But the mirror is shattered at the same time. This makes for a great film that I wish I had come up with first!!<br /><br />10/10",1
"Wow! Stacy Peralta has followed up Dogtown and Z-Boys with an equally stunning documentary about the history of the big-wave surfing culture in America. Piecing together insider archival footage along with interviews from surfing legends, we are transported into the daring and free-spirited life of the early pioneers whose sheer passion for the sport spawned an industry that today touches the lives of millions.<br /><br />It's getting to know these icons and their stories that gives the film its warmth. You can feel the respect Peralta has for this group as we hear accounts of Greg Noll striding from a pack of awestruck fellow surfers on the beach to singularly challenge 50-foot swells off Hawaii's North Coast. Or Jeff Clark, surfing the outrageously dangerous Maverick off the northern California coast all alone for 15 years before it was discovered and became the surfing destination in California. And the storybook history of Laird Hamilton, today's surfing icon. Hearing Greg Noll reverently refer to Hamilton as the best surfer ever sent chills up my spine.<br /><br />(As an aside, Noll, Clark and others were at the Sundance screenings. Noll humbly described himself as an old, over-the-hill surfer. He was deeply moved by the audience reception of him and film. Both he and Clark were as likable in person as they were in the film.)<br /><br />Riding Giants pays homage to these extraordinary athletes while at the same time rewarding us with an insight into the magnitude and terrifying power of the waves they seek to conquer, the gut-wrenching vertical drops required to get into them, and the almost unfathomable combination of adrenaline and fear that the surfers experience each time they take on a monster swell.<br /><br />All this, and the movie has more. For those of us that didn't live in California in the 60's, we get an insight into the impact of surfing on American pop culture. (And, to my surprise, the impact of the movie Gidget on surfing!) Peralta also weaves in a primer on some of the technical aspects of the sport and the history of innovation in equipment. I'm not a surfer, but like the rest of the Sundance audience, I was absolutely captivated by this film. Peralta is staking his claim as the Big Kahuna of American documentaries.",1
"Franco Rossi's 1985 six-hour Italian mini-series of Quo Vadis is a very curious beast, creating an absolutely convincing ancient Roman world shot in matter of fact fashion (very few long shots, no big cityscapes), but playing the drama down so much in favour of allusions to classical literature and history that the story constantly gets lost in the background.<br /><br />The shifting structure (much of episode one is played out via voice over letters) and lack of narrative urgency makes the full six-hour version simultaneously demanding and undemanding, and certainly far too often uninvolving, but it has something going for it. The two main strengths are the characterisation of Petronius (a thankfully dubbed Frederic Forrest, whose own voice would almost certainly flatten his dialogue) as a man whose spent so long looking for an astute angle to survive court life that he's become incapable of experiencing emotion, and Klaus Maria Brandauer's unique take on Nero as a wannabe actor whose every move and action is calculated on how his 'audience' will receive it. Elsewhere, Max Von Sydow briefly appears in a few episodes, being rewarded with the show's most impressive and genuinely moving scene here he encounters a child as he attempts to leave Rome. It's the kind of thing the show could do with more of, but it seems all too often to flatten every potentially emotional, inspiring or exciting moment under it's relentlessly low-key direction.<br /><br />Unfortunately Francesco Quinn makes a staggeringly anonymous hero, blending in with the walls and coming over less as a Roman officer than that quiet, slightly gormless but inoffensive guy who works in the same office as you who never says much at office parties - you know, the one who you think is called Dave or something like that. The budgetary limitations are very visible once its Meet the Lions time for the Christians and Ursus battle with the bull is so determinedly low key that it just passes over you before the show just abruptly loses interest and suddenly ends.<br /><br />Not a trip I can particularly recommend, I'm afraid, but if you do embark on it it's one not entirely without its small rewards.",0
"Hollywood now has officially gone too far and I really hope that this travesty of a motion picture creates a genuine backlash against their crap machines, in spite of the good box office returns. If you are an industry person reading our comments looking for hints on what to do next, STOP. Stop making our TV shows into these repellent, stupid, money grubbing waste of time movies that suck. By doing so you are proving one thing: Hollywood is out of ideas, and going to see the movies they churn out only perpetuates the cycle of disgust. What's next -- You guys gonna go & ruin The Bionic Man??<br /><br />The film is just plain wrong, and manages to get the most stupid, simple fact of the show totally incorrect by forgetting (or ignoring) that Tom Wopat & John Schneider's Bo & Luke Duke were *REFORMED* moonshiners. They had been busted, learned their lesson, gone straight, and were there to help people and be good neighbors who just happened to shoot dynamite tipped arrows from hunting bows & drive like Steve McQueen. Denver Pyle's Uncle Jessie was also the moral center of the family, always insisting that the Boys do good, even at their own expense or embarrassment while he made sandwiches and coffee for when the chores were done. They always did the right thing and had a sort of earnest naiveté about them that was quite appealing. We wanted to be more like them than we were, sorta. My favorite gimmick from the show was how they always buckled their seat belts before roaring off, which was apparently too moral for this film.<br /><br />By transforming the Duke family into a pack of leering, wisecracking, criminally minded, redneck baiting, misogynistic losers the movie has no moral standpoint, where the show was all about how honest or incorruptible the Dukes were -- Are the Duke boys in this movie supposed to come off as good guys? I wanted to punch them both in the nose. They seem to have a lot of free time on their hands that could be spent doing chores back at the farm and end up pursuing less than noble ends, if not acting like a pair of 14 year old boys who haven't grown up. There should be no marijuana use, no gawking at buxom, nubile coeds & their breasts, no shenanigans involving the Brothers in da Hood. All of it looks like the work of a marketing consultant who took a poll at the mall of what 14 year old boys like to see in movies. The problem being that 14 year old boys cannot possibly remember the show, IMHO shouldn't be seeing this movie either, and the parents who might feel nostalgia for the show will be disgusted by what the writers, director & producers did to our collective memories just to part us from our money, which is exactly how I feel. What were they thinking???<br /><br />And boy did they *EVER* get Daisy wrong. Jessica Simpson all dolled up like a Pamela Anderson mall slut may be the only reason for anyone to see this disgrace, but you can service your needs just fine downloading some promotional stills of her, printing them up & pinning them to the wall in a restroom. She is hardly in the film at all (which is the movie's only saving grace), and the ten minutes or so they used her was STILL excessive. Catherine Bach's Daisy may have had the same kind of shorts, and long legs that make people feel funny just looking at her, but the Daisy she played was a *PERSON*. The pratfalls she elicited by simply being who she was had an almost natural ring to it. She remains one of the most outrageously sexy pop culture icons ever created but there was somebody at home. And most importantly she was a sweet, caring person who couldn't help it if the guys went Ga Ga over her.<br /><br />By contrast, Jessica Simpson appears phony, contrived, made up, costumed, posed, aloof, bored, out of place, and I don't think she even looks that great in the outfit. She doesn't look like a person but a plot device, conjured up during a deal with someone representing her agent. Ms. Simpson would be well advised to fire that person immediately and pretend like the whole thing never even happened. Whatever the joke was, she isn't in on it and is disgracefully exploited for T&A. If that's all she wants from her career, executive produce the sequel if only to ensure yourself enough screen time at least, because this effort was just pathetic.<br /><br />The bottom line is SKIP IT. For the cost of two tickets and a Slurpee to go you can pick up one of Warner Bros. excellent box set collections of the original shows on DVD and the entire family can watch them together. That was why it worked. The only real purpose I can see in the film might be it's future use as an interrogation tool at Guantanamo Bay. Twenty minutes of this & they'll be singing a choir.<br /><br />1/10, and I mean it. And STAY THE HELL AWAY FROM THE BIONIC MAN, you schnooks.",0
"Nick Cage is Randall Raines, a retired car thief who is forced out of retirement when he's forced to save his the life of his brother Kip (Giovanni Ribisi) when he screws up on a job, by completing his brothers job of stealing 50 cars in one night. He has to get together his old crew that he can trust to help him pull it off and get his bro out of dutch. But the cops are onto him, so can he pull it off? This was one of the great candidates of a film to re-make as the Original was far from a classic. And if you don't go into it expecting much, and turn the thinking portion of your brain off so you can ignore the plot hole ans just take the movie for what it is. You'll end up enjoying the ride. Watch it on a double-bill with ""The Fast and the Furious"" for a night of high-speed hijinks, just don't take the car out for a spin right afterwards.<br /><br />My Grade: B- <br /><br />DVD Extras: 7 minute Jerry Bruckheimer Interview; Bruckheimer Bio/Filmography; Action Overload: Highlight Reel; The Big Chase; ""0 To 60"" featurette; ""Wild Rides"" featurette; Stars On The Move; The Cult ""Painted On The Heart"" music video; Theatrical Trailer, and Trailers for ""Shanghai Noon"", ""Mission to Mars"" and ""Coyote Ugly""",1
"MINOR SPOILER<br /><br />Underrated little Stephen King shocker. It's not perfect, by any stretch of the imagination--even if the limp performances of Dale Midkiff and Denise Crosby were better, there'd still be the mismanaged mystical story elements to contend with. The old Micmac burial ground, Rachel's terminally ill sister, and the Jacob-Marley-an Victor Pascow never really come together into anything coherent, and the film in places feels confused and overstuffed. But few horror movies really are perfect, and what this one may lack in other areas it makes up for in its willingness to shock. `Pet Sematary' may actually be one of the cruelest horror films in recent memory, with its murderous zombie baby and its insanely insensitive portrayal of Zelda. It's politically incorrect, it's tasteless, it's gratuitous--and yet it makes us squirm with revulsion in a way `safer' horror movies never can. Add to that one of Fred Gwynne's best performances and Mary Lambert's witty direction, and you have an intensely satisfying scary movie--even with the hokey ending. Highly recommended for genre fans. 7.5 out of 10.",1
"::POTENTIAL SPOILERS::<br /><br />Man, this movie was awful. A Catholic/superstitious/suspense thriller it goes over already well tread ground from previous movies.<br /><br />The doubting priest. Sex and the priesthood. Politics and religion. Church hypocrisy. Conspiracy involving the church. The dawn of a new evil age. All kinds of dark magic voodoo battles between good and evil.<br /><br />Pretty stupid and lame with a weak storyline to suffice. The story revolves around two concepts: Absolution, better known as the Sacrament of Anointing the Sick - the last rights a person can ask for to cleanse one's sins while on the brink of death; And Excommunication, the act of cutting a person off from the Church. Basically, an Excommunicated person can't receive Absolution. Thus comes in the Sin Eater, and I'll leave it at that. Throw in all the dopy things I already listed and you have ""The Order"".<br /><br />I found the sex scene with the priest interlaced with shots of a picture of the Virgin Mary rather insulting to Catholics. It also ends with Heath Ledger saying (I paraphrase) ""I am the redeemer and damner of sins, I live on without love blah blah blah"" /cue him walking in dark alley with long trench coat alla ""The Matrix"".<br /><br />I gave this movie a 1 for not only being crappy and unoriginal but also because it managed to insult an entire faith in the process. If you want to see something better I suggest ""The Prophecy"" with Christopher Walken.",0
"This would've been a *great* silent film. The acting really is good, at least in a Look Ma, I'm Doing Really Big Acting! sort of way.<br /><br />Everything is HUGE. Every line is PROFOUND! Every scene is SHATTERED BY HUMAN TRAGEDY!<br /><br />Mostly, I felt like gagging. Yet, like any train wreck, I couldn't tear my eyes away. This dialogue might've worked on the stage, although I doubt it. On the screen, it was cluttered, haphazard, hackneyed and pretty much every other stereotypical negative adjective you can come up with to describe a really bad dramatic work.<br /><br />If you enjoy your melodrama in huge, heaping doses, you *might* enjoy the movie. Be prepared to wait, however. For all that melodrama, this thing sure plods along at its own pace.<br /><br />This script must've sounded a lot different when the actors involved were reading it to themselves. It simply doesn't work once they get around to delivering it in front of the camera.<br /><br />IMDB does us a great disservice, at times, when it uses its goofy computer-controlled ""weighted score"". Curse of the Starving Class deserves less than a 1.<br /><br />Character-driven fiction is great, but when you develop your characters by simply pushing them through hoops with no plausible explanation for their maturation or evolution, it isn't character development! Your characters must have a motivation. Being drunk for a while and waking up in a field is *not* character development. That's a plot contrivance.<br /><br />Stay away from this movie. Or at the very least, watch it muted. Perhaps you'll get some amusement from all the arm-waving the characters do.<br /><br />Oh, and word to the wise -- to prove that this is truly an artsy film, you see James Woods in all his dangly male ""look-at-me, I'm-the-figurative-and-literal-representation-of-the-naked-vulnerability-of- man"" glory.<br /><br />Don't say you weren't warned.",0
"Whenever people ask me to name the scariest movie I've ever seen, I invariably reply ""Black Noon"" and to this day nobody's ever heard of it.<br /><br />I watched it alone some 30 years ago at the tender age of 13 when my parents had gone out for the evening. As far as I know its only ever been shown once in the UK and sadly is unavailable on DVD or VHS.<br /><br />If anyone can trace a copy please let me know.<br /><br />If I watched it again now it would probably be a big disappointment but it has always stuck in my memory as a particularly disturbing little film!",1
"(BIG SPOILERS) I've seen one other Takashi Miike film, and that was the very disturbing and brutal 'Audition', which was an examination of the Japanese ideals of femininity! In 'Visitor Q'- which I think means 'Visitor Question'- he examines, in a very disturbingly gross way, the family unit. Miike's surreal vision of a dysfunctional family almost tries to be Lynchian in terms of confusion and film-making, but ultimately lacks the style and intrigue. We, the audience, are introduced to a bizarre array of scenarios from the opening scene with the father figure (Kenichi Endo- who was actually quite good) paying for sex with his displaced daughter (Fujiko). Then, as the father returns home, he is struck on the head by ""the visitor"" (Kazushi Watanabe) wielding a fairly sizeable rock, and for some reason, they both end up back at the family home. The mother (Shungiku Uchida) is beaten and bullied by her son (Jun Muto) who is also beaten and bullied by his school peers. When the visitor enters the home, he somewhat menacingly establishes himself as part of the unit. Eventually, the family begin to improve their relationship, with assistance from the visitor, through milking breasts, murder and retaining a sense of family pride.<br /><br />And there are other crazy scenes that somehow bring the family closer together. It's has uncomfortable humour, but is equally frustratingly silly, and over-the-top in its weirdness. There is a necrophiliac scene that is utterly disgusting, but ends up being ridiculously funny as the scene progresses. Partly because of the situation itself, and partly because you can't believe the filmmakers and the actors are actually doing this! The style of the film is poor to say the least, and the plot is stupid and unbelievably weak. The characters themselves are all over the place, and while I understand this is not meant to be realistic, there is hardly any interest in these confronting characters and situations as all of them border on the absurd! The camera-work is sloppy, and doesn't have that cinematic feel that Lynch's work entails. It's hard to take this film seriously on a surrealist level, or on an interpretation of examining the family unit in Japan. It just seems that Miike was out to shock, and the film seems self-aware that it's ""trying"" to be shocking, and it becomes almost comical to be taken seriously. All in all, I would say that this film is a bizarrely dark comedy, but it looks and feels amateurish, and seems to unnecessarily want to shock. Miike's previous film, Audition, was finely balanced between disgusting horror, character development and technique- which established more intrigue in the way the film was crafted to allow the viewer to become engrossed with the plot. 'Visitor Q' is a step down as it tries too hard to be outlandishly bizarre and intentionally confronting, without really having much to say in the process! <br /><br />** out of *****!",0
"Okay, truthfully, I saw the previews for this movie and thought to myself, what are the producers thinking? Hutton, Jolie, and DUCHOVNY? How could the monotoned actor possibly compete with Jolie's natural power on the screen? But surprisingly, the two had the kind of chemistry that showed intense caring without a kiss. Even David's humor matched up to Jolie's spark and fire. As for Hutton, he played the psycho very well, contrasting with David's calm delivery of life threatening situations. Overall, I was very impressed with the writing and character development. I gave it 8 stars.",1
"In her autobiography,Laureen Bacall reveals that Bogie told her that she should not make such dud movies as this one or something like that.At the time,Douglas Sirk was labeled ""weepies for women"",actually,he was restored to favor,at least in Europa,after he stopped directing.And when he filmed ""written on the wind"" ,Sirk had only three movies to make:""tarnished Angels"",""A time to love and a time to die"",his masterpiece,IMHO,and finally"" Imitation of life""(1960).Then there was silence. Actually Bacall and Hudson characters do not interest Sirk.They are too straight,too virtuous.Dorothy Malone -who was some kind of substitute for his former German star Zarah Leander-and her brother Robert Stack provide the main interest of the plot.A plot constructed continuously ,most of the movie being a long flashback.The instability of the brother and the sister ,from a family of rich Texan oil owners,is brought to the fore by garish clothes,and rutilant cars that go at top speed in a derricks landscape. Malone's metamorphosis at the end of the movie is stunning :suit and chignon,toying with a small derrick:she's ready for life,the rebel is tamed. Now alone,because she's lost Hudson (but anyway,he was not in love with her).This end is a bit reactionary,but melodrama is par excellence reactionary;three years later,in ""imitation of life"",Sarah-Jane (Susan Kohner) will be blamed because she does not know her place.",1
"In many ways DIRTY WORK is a predictable L&H short on the surface with the boys going to sweep someone`s chimney . Guess what happens next ? That`s right slapstick at its most sucessful ensues .<br /><br />But there`s one or two things that seem untypical . Ollie for example is very unlikable , he`s arrogant , he`s rude , and not only to Stan look at the way he addresses the servant with "" HEY YOU "" and takes a childish huff very easily with his catchphrase being "" I have nothing to say "" . In short Ollie plays a bully in a very unlikable way and I much prefer to see him to play the arrogant coward where he`s always at his funniest<br /><br />DIRTY WORK also lacks the reportary regulars of the other L&H shorts like Finlayson , Long , Busch and Housman which means when we switch to the mad scientist plotline there`s a slightly creepy atmosphere that jars with the rest of the movie <br /><br />Having said that this is still a good short mainly down to Stan . Also watch out for a scene featuring a fish . Many jokes/plots from L&H feature fish and this is another one",1
"This obscure de Sica delivers the goods. And it is said ""the meek shall inherit the earth."" This tale of classes on the surface but really an allegory for all the homeless people that populated Europe after the great war. They are homeless but cheerful, in a societies too impoverished and selfish to care for or acknowledge them, footmats for the Italian carpetbaggers. de Sica chooses to tell it as a fairy tale, a Cinderella story. I have not read the book it is based on so I cannot foresay if the deus ex machina is the construct of the writer or Vittorio. It begins with the words, ""Once upon a time..."" to exemplify the timelessness of its tale, for the story could be set anywhere and everywhere. Caricature sketches of the aristocracy that cut to the bone, whimsical nature of the homeless especially when they begin to grant their wishes and an ending right out of a Spielberg picture makes this boulange a delight for all. De Sica's most accessible picture is also one of his best. Abandoning neo-realism, he always dallied between that and pure good old film-making, he creates a movie that breaks the heart and at the same time fills it with the yearning of hope that one needs to continue leaving in this world. Gracias Vittorio! Gracias! Gracias!!! Gracias!!!!!!!!!!!!",1
"As a gamer, I can't say I like this film. Fact is, I down right hate it. I tried to watch it as open minded as possible, but when it gets down to it, it feels rather insulting to my social group.<br /><br />To me, there are several reasons why.<br /><br />1. The characters seem unnatural. I've met lots of players, of all different walks of life. I don't know any who act like any of the characters in the film. It's like the producers of the film have taken the worst aspects of the worst stereotypes and put them all into 5 people. Most gamers are rather social people, some with rather active lives.<br /><br />2. The style doesn't work. The mockumentary style is ill suited to the subject matter of the film. An actual documentary on gamers would actually work better. While it is good looking (I.E. cleanly put together), it isn't very good.<br /><br />3. The dialogue feels forced, unnatural. It also seems to lack any real world context. Gamers swear, I'll admit that, but we don't have Tourette's Syndrome.<br /><br />4. The humor is lacking. While self-deprecating humor is a mainstay of my group and several other groups I've encountered, this is less self-deprecation, and more like toilet humor. Likewise, a large part of gamer humor is full of in-jokes and anecdotes, not toilet humor. Most gamers would balk at and shun anybody who made such jokes.<br /><br />5. The biggest problem to me is basically this: Accuracy. I don't mean rules, but instead dynamics. Invariably, this film is going to be compared to the even lower budget films The Gamers and The Gamers: Dorkness Rising, both of which portray the players as actual people playing an actual game. The difference is, Gamers: The Movie presents a situation where you want to beat the players senseless vs. The Gamers, where you can say something like: ""Huh, I know a guy like that... Yep, that's definitely like Gary.""",0
"I am a huge fan of the comic book series, but this movie fell way below my expectations. I expected a Heavy Metal 2000 kinda feel to it.....slow moving, bad dialogue, lots o' blood.....but this was worse than anything I could have imagined. <br /><br />The plot line is almost the same as the comic, but the good points pretty much stop there. The characters don't have the energy or spirit that drew my attention in the comic series. The movie only covers a small portion of the comic, and the portion used is more slow and boring than later parts. The focus in the movie is on the insignificant events instead of the more interesting overall plot of the comic book.<br /><br />With the right people working on this project, it could have been amazing. Sadly, it wasn't that way, so now there is yet another terrible movie that few will see and even fewer will love. My copy will surely collect dust for years until I finally throw it out.",0
"If this film had a budget of 20 million I'd just like to know where the money went. A monkey could make better CGI effects then what was wasted for 3 hours on this dreadful piece of garbage, although I must admit the machines and the martians would have looked really, really cool on an original play-station 1 game, and early PC games from the mid 90s if a game had ever been made. What puzzles me is where did the money go? Pendragon films could have made a great film with good old fashioned models and computer controlled cameras a la George Lucas circa 1975-83, and actors who actually look like they care about what they are doing (or ruining in this case) for about the same 20 million. This is quite possibly the worst film EVER made! I would rather sit through a 24 hour repeat screening of Ishtar than watch this film again. I hated it completely! I regress. I say this IS the WORST film EVER made because unlike other bad movies like Plan 9 or Killer Tomatoes, or Santa Claus Conquers the Martians, these are films that are so bad you have a special place in your heart for them, you love them. There is no love for this film and no place in my DVD library for it. I sold it to a guy for a dollar. I'm betting the money for the film was spent on booze and other vices for the cast and crew. Shame on you Pendragon films! I want my money back!",0
"This little seen movie is a languid and laid-back giallo. It veers away from some of the cliché's of the genre and adopts a looser approach. It's about a woman searching for her missing lover; a psychiatrist who has suddenly vanished for no apparent reason. Her search leads her to a villa populated by a group of eccentric individuals. In true giallo style, murder is never far away.<br /><br />The cast is really rather good. We have Aldofo Celi (Thunderball), Alida Valli (Suspiria), Horst Frank (Cat o' Nine Tails) and a very young Sybil Danning (80's scream queen). The lead actress is Rosemary Dexter, and while I am not familiar with her, she does a good job in leading the picture.<br /><br />One of the defining features of Eye in the Labyrinth is its music. Atypically for a giallo it features a jazz-rock fusion soundtrack. This score, composed by Roberto Nicolosi, is reminiscent of Miles Davis, especially his work on In A Silent Way. It's an excellent soundtrack and really gives this movie a different feel than most gialli. The fusion groove accentuates the languid atmosphere and compliments the sunny, sea-front scenery that the film is mostly made up of.<br /><br />This is a giallo so we really need to talk about the murder set-pieces. Well, this film falls a little short in this regard. It's certainly not devoid of them but they are few and far between. The opening dream-murder being probably the best on offer as well as a memorable burning car sequence. But this really isn't a particularly violent film. Still, I don't think it should disappoint too many seasoned fans of the genre. The mystery is fairly compelling and it has enough eccentric characters (the idiot boy Saro and THAT unsettlingly inappropriate dubbed accent?) and moments of the bizarre to satisfy; while the sleaze-factor is upheld with a smattering of nudity throughout.<br /><br />Eye in the Labyrinth plays like a giallo version of an Agatha Christie mystery, as it features a group of unsympathetic characters in a villa, all under suspicion of murder; we have the obligatory flashbacks detailing their connections with the final hours of the (highly unsympathetic) murder victim. While this isn't a grade-A example of the genre, it's certainly an appealingly different one, as it doesn't borrow too heavily from other films of the sub-genre. For giallo enthusiasts I give this a thumbs up and hope one day it's given a nice DVD transfer. It certainly deserves the treatment.",1
"I'm writing this because I somehow felt being led to believe Dark Remains was a good movie. Whilst it's not the worst I've seen, it certainly isn't good.<br /><br />A Weak script, weak actors, and weak directing. Even if they can't afford big name cast, would it be too much to ask for a more attractive lead actress? It was painful to watch a plain actress through out the film with her dull performance. The story was a cliché and poorly scripted. The special effects were minimal. The ""suspense"" tricks employed repetitively here were hard to swallow.<br /><br />To be fair, Dark Remains is no worse than quite some of the Masters of Horrors' episodes. But not quite on par with quality movies yet. Dark Remains is only recommended for the hardcore horror fans who don't want to miss any movie in the genre, even if it's a poorly made one. As for anyone else, time should be spent on something more valuable - which should be extremely easy.",0
"The film is side spliting from the outset, Eddie just seems to bring that uniqueness to the stage and makes the most basic thing funny from having an ice cream as a child to the long old tradition of the family get together. The film is very rare in this country but unsure of availability in other countries i have searched through a lot of web sites and still no luck, phoned companies that search for rare videos and there are year waiting lists for it. SO HINTS ARE VERY WELCOME. If any one likes Eddie Murphy as a comedian and see's the video get it,it is worth the money and can't go far wrong.",1
"I really really love this show! I have always liked the 1990's shows of Space Ghost! This show was hilarious and I can't believe why Cartoon Network's Adult Swim would take such a funny show like this off the air. I hope they put this show on DVD or something. The show is about Brak (from the Space Ghost cartoons, SGCC and Cartoon Planet) who lives his every day life with his Mom and Dad and his best friend who likes to drop in a lot, Zorak! My favorite episodes were the one where Zorak gets this really good singing voice and then his voice doesn't give him any money that Zorak made from singing at all. Another episode I like is the one where Brak and Zorak didn't finish their homework and then they go back from Sunday to Friday and they just goof off and then they go back to the day homework was invented and then when they go back to the present homework didn't exist! Another episode I like is the one where Brak's Dad and their next door neighbor, Thundercleese the Robot keep getting into this agrument and then they get eaten by a giant worm. Another episode I liked was the one where Zorak makes a bully stand and then some new guy took over his stand. I also like a lot of the other episodes! One thing that never fails to make me laugh is when Zorak is getting beaten up, blasted and zapped!",1
"Satan's Little Helper is one of the better B Horror movies I have seen. When I say better I mean the story. The film hatches a new plot, something that's not so cliché in the Horror genre - something fresh. But there are also some ridiculous questions that come along with it. Questions you will be asking yourself throughout the movie.<br /><br />The film first caught my attention while I was cruising the Horror section in HMV. I was tired of all the so called ""terrifiying"" Hollywood blockbusters and wanted something different. The cover art for Satan's Little Helper immediately caught my attention. As you can see, the image draws you in - it's chilling! I knew it was a straight to DVD release - but I took a chance. I mean, I just seen ""Boogey Man"" the night before - so It couldn't get any worse! After I watched the movie, I was semi-satisfied. I loved the plot of the movie. It was really creepy how the killer was pretending to be the little boys friend, so he could kill. In some sick deranged way, he actually thought he and the little boy would become partners - a duo of terror. It was a great idea to set the film on Halloween night. This way, no one would think anything of a masked man beside a little kid. They would simply think he was his guardian. But, this is also where the ""plot holes"" begin to surface.<br /><br />If your son came home with a ""friend"" he met trick or treating - that's fine. You wouldn't think anything of it - if he was 9!, or round about the same age as him. If however, he appeared with a strange man in a mask, you would be startled and protective of your child. You would ask the man to remove his mask and identify himself. You would ask why he is with your son. He doesn't know him. You would tell him to please leave. He isn't a family friend. He's a stranger. Now, we're supposed to teach our child not to talk to strangers. In this case, the mum is completely fine with it. Huh? They never seem to think it's a tad odd that the ""man"" doesn't speak - at all. Gruanted they think it's the daughters boyfriend, but after 10 minutes of not talking you would pull the mask off and ask him why he's not saying a word.<br /><br />The film goes down hill from there. The thing that got me the most was, all the mum said was ""Do you want some cider?"". I can't count how many times she says this in the movie. It's like, oh you're dying - we have cider though, it's all good!! The movie started promising, and failed to deliver. It was more of a horror/comedy, and even as that it fails to deliver. I guess you could call it a ""Dud"",""Flop"" etc..<br /><br />The best thing about the movie is the cover art. Though, something tells me that's not worth the 12 dollars!",0
"When thinking about Captivity many words come to mind. Among them are: uninteresting, unentertaining, unsuspensful, unsexy, unfathomable, and unwatchable.<br /><br />I used to hate those movies from the mid to late nineties that were basically ripoffs of Scream but these new Saw knockoffs are beginning to make those films look like classics. They still pander to the same demographic that those other movies were so successful at doing, but now they add a new level of degeneracy that make the twelve to fourteen year old girls they're aimed at feel like they're hardcore AND hip.<br /><br />This movie is a load of boring crap! What the hell has happened to Larry Cohen? His name hasn't been attached to anything good since 1993! Even so, I was still surprised to see that he had anything to do with something THIS bad! Was anyone surprised when the movie's love interest turned out to be one of the psychopaths? Did anyone not know it when they first saw him? Only someone who has never before in his or her life, ever seen another movie!",0
"What an awful movie! The Idea of robots fighting each other is cool, but the storyline is ridiculous, real human action laughable, acting non-existent and special effects (on which, this type of movie must depend) are archaic. I thought it must have been made around '80-'84 and was amazed to see it was from 1990. That's 5 years after Aliens! OK, lots of people said it was good considering the low budget, but I just think 'what's the point?'. it looks totally unbelievable. I wouldn't mind seeing a remake with modern special effects and a completely re-written story because I still like the idea of huge robots beating crap out of each other.",0
"I have seen this film only the one time about 25 years ago, and to this day I have always told people it is probably the best film I have ever seen. Considering there was no verbal dialogue and only thought dialogue i found the film to be enthralling and I even found myself holding my breath so as not to make any sound. I would highly recomend this film, I wish it was available on DVD.",1
No likeable characters (the lead is a combination of the WORST of Woody Allen/Paul Provensa/Reiser) and the contrived scenes (did anyone REALLY think thiat kid on the rollerblades was NOT going to knock the guy down?) were just sickeningly bad.<br /><br />,0
"Without a doubt, Private Lessons II is the greatest movie I have ever seen. A Japanese import (poorly) translated into English, its a joy to watch. Not much of it makes sense, but that doesn't matter. It's the greatest comedy around without ever being intentionally funny.<br /><br />The film is rare and unavailable on video, but I have caught it a couple of time late, late at night on pay cable. My taped copy has been watched dozens and dozens of times as I slowly, person-by-person, introduce this film gem to the world.<br /><br />Joanna Pacula plays the tutor/lover to Ken, our hero. (She apparently was just working for her check.) Ken is played by Goro Inagaki, of the Japanese pop band SMAP, who gives it his all and has great hair through out the movie. Stacy Edwards, of ""In the Company of Men"" fame, shows up in the movie too and is probably happy that she found other film work afterwards.<br /><br />It takes at least three viewings to sorta figure out what the plot is. On repeating viewing you can enjoy elements like the abnormal amount of vases Ken has in his house (at least 50) or that Ken is wearing a shirt with embroidered husks of corn in the movie's finale.<br /><br />The movie is predictable, but highly quotable. My friends and I reenact entire scenes. Yes, it sounds like we're lame losers and we are ... but we're lame losers who have seen ""Private Lessons II."" Be one of ten people in the world who have seen this movie. You'll thank me for it.",1
"What a piece of junk this movie was. The premise was okay, but even in the beginning with crappy effects to blend in a giant with normal sized people (even the effects in Hercules was better) I knew this would be bad. But the really awful part of the movie is the dialogs. It's completely incoherent, silly and stupid. I felt like it had been written by some 9th grader in creative class and gotten a D-. I want to slap Casper van Diem and the other actors for following this movie through.<br /><br />I've had my share of cheesy and bad movies (I love the tremors series), but this... I do not recommend it at all. It's silly and the totally flabbergastingly bad dialogs will make you cringe.",0
